time,cwnd,rtt,rto,ssthresh
34.836722824,5,20.887,221,4
34.964823035,4,21.956,222,3
35.095021310,4,20.701,221,4
35.225546646,3,21.743,222,2
35.355174394,3,26.009,227,2
35.487482508,3,28.833,229,2
35.618862103,5,29.249,230,3
35.748764836,7,24.122,225,3
35.881350908,5,21.787,222,4
36.013572488,4,22.707,223,3
36.143884794,7,21.397,222,3
36.275041929,5,20.387,221,4
36.404594826,4,20.903,221,3
36.534408653,3,23.1,224,2
36.664420804,6,27.925,228,2
36.792497048,5,22.286,223,4
36.923759853,4,21.747,222,3
37.054191954,3,28.052,229,2
37.185225360,6,26.604,227,2
37.314642879,10,22.555,223,2
37.443998509,10,20.677,221,7
37.571903103,8,20.425,221,7
37.701294604,5,22.487,223,4
37.832572971,3,20.777,221,3
37.964109860,3,26.252,227,2
38.094432608,6,27.417,228,2
38.223832259,3,22.607,223,3
38.351483117,1,23.802,224,2
38.482286818,2,25.436,226,2
38.612459458,3,27.689,228,2
38.741909505,4,23.915,224,2
38.871988834,2,21.171,222,2
39.003193665,4,30.5,231,2
39.135546002,8,24.878,225,2
39.265442620,10,22.372,223,2
39.395003452,8,21.992,222,7
39.525552638,8,21.825,222,7
39.656250895,6,21.868,222,5
39.785578429,11,20.94,221,5
39.913451261,13,20.635,221,5
40.043332716,7,21.71,222,6
40.172744152,4,23.239,224,3
40.304615509,3,27.09,228,2
40.435412713,4,24.055,225,2
40.566772806,4,23.102,224,3
40.695538736,3,21.341,222,3
40.824066533,3,24.933,225,2
40.954314785,3,30.983,231,2
41.084501212,3,31.457,232,2
41.214359280,6,28.091,229,2
41.345310051,3,21.663,222,3
41.473697286,3,26.102,227,2
41.602609610,4,32.712,233,2
41.733834575,5,23.253,224,5
41.865969957,3,21.657,222,2
41.996966061,3,25.099,226,2
42.126919909,3,25.632,226,2
42.257499919,7,29.904,230,2
42.388446408,9,24.645,225,2
42.518684438,9,23.517,224,6
42.649196468,7,21.376,222,6
42.775788412,3,21.159,222,2
42.904676180,4,29.305,230,2
43.036300707,5,23.365,224,4
43.167752122,4,21.363,222,4
43.298147031,2,20.606,221,2
43.425919224,4,20.852,221,2
43.552020635,1,21.397,222,2
43.682980871,5,23.849,224,2
43.812833143,4,22.427,223,3
43.941004686,3,23.103,224,3
44.073195563,6,22.713,223,3
44.203417934,10,21.407,222,3
44.333193135,8,22.463,223,7
44.465173400,4,22.256,223,4
44.595101638,3,20.882,221,3
44.724417688,3,22.873,223,2
44.859133316,4,28.691,229,2
44.991176678,2,24.902,225,2
45.123004939,3,23.415,224,2
45.259138397,4,30.241,231,2
45.389556150,5,22.623,223,4
45.518581796,4,21.08,222,4
45.648892829,3,28.566,229,2
45.777344248,6,26.815,227,2
45.907344684,6,21.449,222,5
46.037577231,8,20.814,221,5
46.167159374,8,20.45,221,8
46.297510140,4,21.464,222,4
46.427170030,4,23.902,224,3
46.559719900,3,23.441,224,2
46.690327202,1,27.165,228,2
46.821362606,1,27.165,456,2
46.951948146,1,27.165,456,2
47.080902678,1,27.165,456,2
47.210559405,1,27.165,456,2
47.340533039,2,24.889,225,2
47.468961687,3,20.992,221,2
47.599359974,7,20.661,221,2
47.729333857,5,22.412,223,4
47.862438004,9,21.242,222,4
47.994730777,5,21.464,222,4
48.126895486,6,21.124,222,3
48.257914407,5,21.402,222,4
48.388311695,5,21.659,222,4
48.516913355,5,22.864,223,4
48.645628991,5,20.915,221,4
48.774196259,5,21.093,222,5
48.904432838,5,20.665,221,5
49.034890429,4,24.271,225,3
49.167472042,7,21.87,222,3
49.297558660,6,21.944,222,5
49.427658786,5,20.781,221,4
49.556697160,8,20.391,221,4
49.686136453,4,20.661,221,4
49.816170617,4,22.431,223,3
49.948059941,3,27.538,228,2
50.076575739,3,30.144,231,2
50.209459414,3,28.758,229,2
50.340403470,4,26.651,227,2
50.471158917,2,22.488,223,2
50.601967381,4,22.736,223,2
50.732190804,4,29.338,230,2
50.864298364,8,25.666,226,2
50.997587888,10,22.16,223,2
51.127352423,14,21.089,222,2
51.255713224,11,20.297,221,10
51.383379220,13,20.322,221,10
51.513739747,11,22.455,223,10
51.646239550,5,21.809,222,5
51.774705015,4,21.387,222,4
51.903750506,3,25.812,226,2
52.032720618,3,23.534,224,2
52.164215209,2,24.845,225,2
52.293762074,4,22.353,223,2
52.422848147,5,22.671,223,4
52.554646296,4,23.684,224,3
52.685838149,7,21.458,222,4
52.813494905,4,21.458,222,3
52.943690133,3,21.318,222,2
53.074088973,4,30.598,231,2
53.203278089,4,31.754,232,2
53.334811534,2,25.257,226,2
53.464545423,5,22.494,223,3
53.594339898,4,21.193,222,2
53.725927720,7,20.719,221,2
53.854696874,7,20.515,221,7
53.986205182,6,20.728,221,5
54.115365107,5,20.855,221,4
54.244757234,5,21.704,222,4
54.373753282,5,22.028,223,4
54.501758541,5,22.828,223,4
54.631730539,4,22.714,223,3
54.759563660,5,21.677,222,4
54.887561932,6,21.032,222,3
55.019302860,5,20.672,221,4
55.149751799,4,25.184,226,3
55.279828188,4,21.811,222,4
55.409405631,3,27.809,228,2
55.537577378,6,25.682,226,4
55.669745856,4,22.106,223,3
55.799285333,6,21.774,222,3
55.928335057,5,20.63,221,4
56.058658548,6,20.57,221,4
56.188727416,5,23.677,224,4
56.318086319,6,22.271,223,6
56.447548808,4,20.858,221,4
56.580211243,7,20.51,221,4
56.710583474,7,20.305,221,6
56.838927045,5,22.028,223,4
56.965371694,9,21.009,222,4
57.093558119,7,22.262,223,6
57.224395313,4,20.469,221,4
57.354655493,7,21.641,222,4
57.484650165,6,20.565,221,6
57.614463469,3,21.718,222,3
57.745813113,3,23.247,224,2
57.875970463,4,30.095,231,2
58.006687461,8,24.153,225,2
58.137575441,4,21.144,222,4
58.267464534,7,22.677,223,4
58.396233102,3,21.575,222,3
58.525307145,7,23.184,224,3
58.655818037,6,20.764,221,5
58.786117583,9,20.41,221,5
58.914527738,8,22.011,223,7
59.042771195,3,20.873,221,7
59.172185288,6,22.58,223,5
59.302312499,5,22.357,223,4
59.431225105,6,24.536,225,3
59.559812628,5,23.441,224,4
59.685843538,4,22.179,223,4
59.816324897,3,25.636,226,2
59.946855908,3,23.753,224,2
60.076175197,4,21.769,222,2
